pk,jsondata,id,name,description,markup_description
314,"{""vdoc"": ""0==No||1==Yes""}",ICS28,Is the order of the adjective and the noun A - N?,"Corresponds to WALS feature number: 87 [http://wals.info], Constenla feature number: 9 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
315,"{""vdoc"": ""0==No||1==Yes""}",ICS29,Is the order is numerals with respect to the indefinite nominal phrase  Num - N?,"Corresponds to WALS feature number: 89 [http://wals.info], Constenla feature number: 11 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
316,"{""vdoc"": ""0==No||1==Yes""}",ICS24,Is nominal plurality marked with an affix or clitic?,"Corresponds to WALS feature number: 33 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
317,"{""vdoc"": ""0==No||1==Yes""}",ICS25,Is the order of adpositions and nouns as follows: noun - postposition or noun - case suffixes?,"Corresponds to WALS feature number: 85 [http://wals.info], Constenla feature number: 6 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
318,"{""vdoc"": ""0==No||1==Yes""}",ICS26,Is the order of the noun that is possessed and the noun that indicates the posessor (the genitive) N-Gen?,"Corresponds to WALS feature number: 86 [http://wals.info], Constenla feature number: 7 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
319,"{""vdoc"": ""0==No||1==Yes""}",ICS27,Is the order of the noun that is possessed and the noun that indicates the posessor (the genitive) Gen - N?,"Corresponds to WALS feature number: 86 [http://wals.info], Constenla feature number: 8 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
320,"{""vdoc"": ""0==No||1==Yes""}",ICS20,Is there VS (S may be agent or object) order in intransitive sentences?,"Corresponds to WALS feature number: 82 [http://wals.info], Constenla feature number: 4 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
321,"{""vdoc"": ""0==No||1==Yes""}",ICS21,Does the language have case prefixes or prepositional clitics?,"Corresponds to WALS feature number: 51 [http://wals.info], Constenla feature number: 5 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
322,"{""vdoc"": ""0==No||1==Yes""}",ICS22,Does the language have case suffixes or postpositional clitics?,"Corresponds to WALS feature number: 51 [http://wals.info], Constenla feature number: 6 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
323,"{""vdoc"": ""0==No||1==Yes""}",ICS23,Is the basic order of constituents SOV?,"Corresponds to WALS feature number: 81 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
324,"{""vdoc"": ""1==true||0==false""}",ARGEX7-1-2,Applicative constructions can only select animate arguments,,
325,"{""vdoc"": ""A==no adpositions||B==prepositions||C==postpositions||D==both prepositions and postpositions with none being dominant||E==prefixes||F==suffixes||G==circumfixes""}",NP901,What kind of adposition type is most dominant?,expressing spatial relations,
326,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ23,Ideophones (as a clear separate word class),,
327,"{""vdoc"": ""A==obligatory||B==optional||C==none""}",ARGEX11-3,Language has independent reciprocal pronouns,,
328,"{""vdoc"": ""1==true||0==false""}",ARGEX11-2,Reciprocal constructions are marked with a specialized particle,,
329,"{""vdoc"": ""1==true||0==false""}",ARGEX11-1,Reciprocal constructions are marked with verbal morphology,,
330,"{""vdoc"": ""1==true||0==false""}",ARGEX11-4,Marking for reciprocals and reflexives is morphologically conflated,,
331,"{""vdoc"": ""A==obligatory||B==variable||C==not expressed""}",ARGEX2-7-1,Verbal person markings for P when lexical argument is realized within clause are,,
332,"{""vdoc"": ""0==No||1==Yes""}",ARW1-2-03a,Are there consonant clusters (not counting prenasalized consonants) in syllable onset?,,
411,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-03,Are there different possessive constructions?,,
333,"{""vdoc"": ""A==no||B==realized as prefixes||C==realized as suffixes||D==realized as free morphemes||E==realization depends on deictic form""}",NP836,Are there classifiers used with deictic elements?,"e.g. with demonstratives, articles. By a classifying morpheme is meant a free or bound morpheme which is a noun categorisation device, the choice of which is determined by lexical selection.",
334,"{""vdoc"": ""1==yes||0==no""}",NP837,Are there classifiers used with verbal predicates?,,
335,"{""vdoc"": ""1==yes||0==no""}",NP834,Are there classifiers used with descriptive modifiers?,,
336,"{""vdoc"": ""A==no||B==realized as prefixes||C==realized as suffixes||D==realized as free morphemes||E==realization depends on (pro)noun""}",NP835,Are there classifiers used in possessive constructions?,"e.g. [1SG-CLF:LIQUID honey] 'my honey'. By a classifying morpheme is meant a free or bound morpheme which is a noun categorisation device, the choice of which is determined by lexical selection. Indicate in the comments field whether the genitive classifiers categorize (a) the possessed noun; (b) the possessor; (c) the relation between possessor and possessed.",
337,"{""vdoc"": ""A==no||B==yes, realized as prefixes||C==yes, realized as suffixes||D==realized as free morphemes||E==yes, realization depends on noun""}",NP832,Are there classifiers used with nouns?,"e.g. [snake CLF:AN] 'snake'. By a classifying morpheme is meant a free or bound morpheme which is a noun categorisation device, the choice of which is determined by lexical selection.",
338,"{""vdoc"": ""1==yes||0==no""}",NP833,Are there classifiers used with interrogative pronouns?,,
339,"{""vdoc"": ""1==yes||0==no""}",NP830,Are there classifiers?,"By a classifier is meant a free or bound morpheme which is a noun categorisation device, the choice of which is determined by lexical selection.",
340,"{""vdoc"": ""A==no||B==realized as prefixes||C==realized as suffixes||D==realized as circumfixes||E==realized as free morphemes||F==realization depends on numeral""}",NP831,Are there classifiers used with numerals?,"e.g. [three-CLF:HUM teacher] 'three teachers'. By a classifying morpheme is meant a free or bound morpheme which is a noun categorisation device, the choice of which is determined by lexical selection.",
341,"{""vdoc"": ""A==AN||B==variable||C==NA""}",FFQ21,Basic AN order,,
342,"{""vdoc"": ""1==yes||0==no""}",NP838,Do classifiers have a derivational function?,,
343,"{""vdoc"": ""1==yes||0==no""}",NP839,Do classifiers have an anaphoric function?,,
344,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-07,Can singular number be marked on the noun itself?,number-marking on N does not count phrase-level clitic or reduplication absence of plural marking does NOT count as singular marking,
345,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-05,Are there nouns which are suppletive for number?,Only answer yes if present for more than 2 (basic) kin terms,
346,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-03,Are there declensions (partly) determined by gender of the noun?,,
347,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-02,Are there declensions (partly) determined by number of the noun?,(By noun declensions is meant e.g. nouns divided into groups which act differently in terms of morphological marking. Do not include place names which can act as bare adjuncts.),
348,"{""vdoc"": ""A==no||B==yes, subject markers||C==yes, object markers||D==split system""}",NP409,"Can pronominal possessors (pronoun, affix, clitic) be related to main tense verbal person markers (pronoun, affix, clitic)",,
349,"{""vdoc"": ""1==yes||0==no""}",NP408,Does the language have a separate form for 3rd person possessive reflexive? Cf. example,In this way the language distinguishes: 'the mani brings hisi children to school' versus  'the mani brings hisj children to school' (bound versus free pronouns),
350,"{""vdoc"": ""1==yes||0==no""}",NP407,"Is a word/morpheme meaning 'pet' (or similar) required in possessive constructions involving nouns which denote (domesticated) animals, and/or food?",,
351,"{""vdoc"": ""1==yes||0==no||N/A==not applicable""}",NP406,Do possessive constructions with optionally possessed nouns differ from those with obligatorily possessed nouns? (= is alienable and inalienable possession formally distinguished?),within adnominal modification!,
352,"{""vdoc"": ""1==yes||0==no""}",NP405,Are there nouns denoting obligatorily possessed items?,,
353,"{""vdoc"": ""A==no||B==yes: (POSR) pers.pos.pref-POSSD||C==yes: (POSR) POSSD-pers.pos.suf/clitic||D==yes: (POSR) pers.pos.pref-POSSD-possessed||E==yes: (POSR) pers.pos.pref-rlt-POSSD||F==yes: (POSR) POSSD-possessed||G==yes: pers.pos.pref-classifier POSSD""}",NP404,"In possessive constructions with a pronominal possessor, is the POSSESSED noun usually marked? (state most frequent construction; NB: if marking depends on alienability, state marking of possessor in ALIENABLE constructions)","Terminology: pers.pos.pref/suf = personal possessive prefix or suffix is an affix which encodes person, number and/or gender of a possessor and which appears on the possessed noun. Possessed = refers to a free or bound form which indicates that an item is possessed and morphosyntactically associated with a noun denoting the possessed entity. NB: word order of possessor vs. possessed is symbolic, and is specified in a separate section!",
354,"{""vdoc"": ""A==no||B==yes: possessive.pronoun POSSD||C==yes: personal.pronoun-pos.marker POSSD||D==yes: personal.pronoun-agr/w/posd POSSD""}",NP403,"In possessive constructions with a pronominal possessor, is the POSSESSOR usually marked? (state most frequent construction; NB: if marking depends on alienability, state marking of possessor in ALIENABLE constructions)","Terminology: pos.marker = possessive marker which is a free or bound form which indicates possession. NB: word order of possessor vs. possessed is symbolic, and is specified in a separate section!",
355,"{""vdoc"": ""A==rel-N||B==N-rel||C==both orders with neither order dominant||D==both but for specific relative clauses""}",NP150,What is the most frequent order of relative clause and noun?,,
412,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-02,Is alienable/inalienable a relevant distinction?,,
413,"{""vdoc"": ""1==-yki||2==-q||3==none""}",AND24,What is the form of 1sg>2sgPRES?,,
356,"{""vdoc"": ""A==no||B==yes: POSR-pos.marker POSSD||C==yes: POSR pos.marker POSSD||D==yes: POSR-agr/w/posd POSSD""}",NP401,"In possessive constructions with a nominal possessor, is the POSSESSOR usually marked? (state most frequent construction; NB: if marking depends on alienability, state marking of possessor in ALIENABLE constructions)","Terminology: pos.marker = possessive marker which is a free or bound form which indicates possession, and which is morphosyntactically associated with a noun denoting possessor. Pers.pos.pref/suf = personal possessive prefix or suffix, is an affix which encodes person, number and/or gender of a possessor and which appears on the possessed noun.  NB: word order of possessor vs. possessed is symbolic, and is specified in a separate section!",
357,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-08,Can dual number be marked on the noun itself?,number-marking on N does not count phrase-level clitic or reduplication,
358,"{""vdoc"": ""0==No||1==Yes""}",ARW1-1-03b,Is there contrast between heterorganic and homorganic sequence of nasal and velar stop?,"For example, does the language permit a phonetic contrast between -nk- and -ŋk- clusters",
359,"{""vdoc"": ""0==No||1==Yes""}",ARW1-1-03a,Are there as many points of articulation for nasals as there are for stops?,Only consider points of articulation where a nasal is phonetically possible,
360,"{""vdoc"": ""0==No||1==Yes""}",ARW2-7-03b,Is there a minimal counting system or no clear number altogether?,"(e.g. one, two, (2+1=3), many)",
361,"{""vdoc"": ""0==No||1==Yes""}",ARW2-7-03a,Is there a body-part tallying system?,,
362,"{""vdoc"": ""0==No||1==Yes""}",ICS5,Is there a rounding contrast for non-front (central or back) vowels of the same height?,"Corresponds to WALS feature number: 11 [http://wals.info], Constenla feature number: 45 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
363,"{""vdoc"": ""0==No||1==Yes""}",ICS4,Is there a nasality contrast for vowels?,"Corresponds to WALS feature number: 10 [http://wals.info], Constenla feature number: 47 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
364,"{""vdoc"": ""0==No||1==Yes""}",ICS7,"Does the language lack bilabials, fricatives, or nasals?","Corresponds to WALS feature number: 18 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
365,"{""vdoc"": ""0==No||1==Yes""}",ARW3-4-03,"Can recipients be treated as a transitive object, i.e. as Direct object?",,
366,"{""vdoc"": ""0==No||1==Yes""}",ICS1,Is there one or more uvular occlusive phoneme?,"Corresponds to WALS feature number: 6 [http://wals.info], Constenla feature number: 56 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
367,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME4-7,Is assumed evidentiality marked morpho-syntactically?,conclusion drawn on the basis of logical conclusion and general knowledge,
368,"{""vdoc"": ""0==No||1==Yes""}",ICS3,Is there a velar nasal phoneme /ij/?,"Corresponds to WALS feature number: 9 [http://wals.info], Constenla feature number: 74 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
369,"{""vdoc"": ""0==No||1==Yes""}",ICS2,Is there a non-labial glottalized occlusive?,"Corresponds to WALS feature number: 7 [http://wals.info], Constenla feature number: 50, 51, 62 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
370,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME4-6,Is inferred evidentiality marked morpho-syntactically?,conclusion drawn on the basis of sensory input,
371,"{""vdoc"": ""0==No||1==Yes""}",ICS9,Is there a distinction between inclusive and exclusive for personal pronouns?,"Corresponds to WALS feature number: 39 [http://wals.info], Constenla feature number: 17 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
372,"{""vdoc"": ""0==No||1==Yes""}",ICS8,Is there an opposition between masculine and feminine personal pronouns?,"Corresponds to WALS feature number: 44 [http://wals.info], Constenla feature number: 18 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
373,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ22,Numerals >9 (non-Spanish/Portuguese),,
374,"{""vdoc"": ""0==No||1==Yes""}",ARW4-2a-04,Is there an Actor voice contrasted with one or more Undergoer voices?,,
375,"{""vdoc"": ""A==num-N||B==N-num||C==both orders with neither order dominant||D==both but for specific forms||E==both but depend on the characteristics of the nominal head||F==neither, numerals are not used adnominally""}",NP120,What is the most frequent order of numeral and noun?,,
376,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ20,O before A basic constituent order,,
377,"{""vdoc"": ""A==no||B==numeral 'one' is used as an indefinite article||C==indefinite article in use distinct in realization from numeral for 'one'""}",NP301,Are there indefinite articles in use?,"“A morpheme is considered here to be an indefinite article if it accompanies a noun and signals that the noun phrase is pragmatically indefinite in the sense that it denotes something not known to the hearer” (Dryer, WALS, Ch.37)",
378,"{""vdoc"": ""A==no||B==one of the demonstratives is used as a marker of definiteness||C==definiteness marker distinct in realization from a demonstrative||D==both demonstrative and a different definiteness marker in use with neither being dominant""}",NP302,Are there definite articles in use?,"A definite article is defined as “a morpheme which accompanies nouns and which codes definiteness or specificity” (Dryer, WALS, Ch.38)",
379,"{""vdoc"": ""A==unrelated||B==related to proximate form of the demonstrative||C==related to medial form||D==related to distal form||E==3rd person pronouns are indicated by demonstratives""}",NP303,Are third person pronouns and demonstratives related?,derivational relationship is meant,
380,"{""vdoc"": ""A==DOS||B==POS||C==no distance constrast||N/A==not applicable""}",NP304,What system of demonstratives is present in the language? (distance-oriented system vs. person-oriented system),"A language is considered to have a distance-oriented system (DOS), if the middle term “refers to a location in medial distance relative to a deictic center”. In languages with a person-oriented system (POS), the middle term “denotes a referent close to the hearer” (cf. Diessel 1999:39).",
381,"{""vdoc"": ""0==0||1==1||2==2||3==3||4==4||5==5||N/A==not applicable""}",NP305,How many distance contrasts do adnominal demonstratives encode?,,
382,"{""vdoc"": ""1==yes||0==no||N/A==not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded""}",NP306,Can adnominal demonstratives encode visibility?,"encoded, not implied",
383,"{""vdoc"": ""1==yes||0==no||N/A==not applicable referring to 'adnominal' demonstratives - not to the semantic feature encoded""}",NP307,Can adnominal demonstratives encode altitude?,e.g. below/lower S,
384,"{""vdoc"": ""1==yes||0==no||N/A==not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded""}",NP308,Can adnominal demonstratives encode position of the referent in space or posture?,"e.g. seated, standing, hanging",
385,"{""vdoc"": ""1==yes||0==no||N/A==not applicable i.e. referring to 'adnominal' demonstratives - not to the semantic feature encoded""}",NP309,Can adnominal demonstratives encode movement?,"e.g. moving towards S, away from S",
386,"{""vdoc"": ""0==No||1==Yes""}",ARW4-2a-03,Is there a morphologically marked inverse?,"i.e. different marking by verbal affixation or pronominal clitics referring to A and O, depending on person, animacy or definiteness",
387,"{""vdoc"": ""A==obligatory only on human nouns||B==obligatory only on animates (i.e. humans and non-human animates)||C==optional on all nouns||D==obligatory on all nouns""}",NP711,What is the occurrence of nominal plural? (in the NP without a modifying numeral),,
388,"{""vdoc"": ""A==no plural marking||B==marked by a prefix/proclitic||C==marked by a suffix||D==marked by an enclitic||E==marked by a free (not bound) marker||F==by referential elements""}",NP710,Do nouns have a morphologically marked singular vs. plural distinction?,"Indicate the primary method of plurality coding. By 'primary' a method is meant which is used for by at least twice as many nouns as any other method (cf. Dryer, WALS, feature 33)",
389,"{""vdoc"": ""A==prefix/proclitic||B==suffix/enclitic||C==variable||D==none""}",ARGEX2-4,Person can be marked for A,,
390,"{""vdoc"": ""0==No||1==Yes""}",ARW70,Is there a plural suffix similar to -pe,,
391,"{""vdoc"": ""0==No||1==Yes""}",ARW71,Are there any suppletive forms for number?,,
392,"{""vdoc"": ""0==No||1==Yes""}",ARW72,Are there any suppletive forms disinguished only by possessability?,,
393,"{""vdoc"": ""0==No||1==Yes""}",ARW73,Are there locative classifiers?,,
394,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME2-15,Is desiderative marked morpho-syntactically?,The wish or desire to do sth,
395,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME2-14,Is purposive marked morpho-syntactically?,in order to...,
396,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME2-13,Is frustrative marked morpho-syntactically?,i.e. an event that has not come true  and/or an event that has not brought satisfying results,
397,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME2-12,Is dubitative marked morpho-syntactically?,"uncertainty, doubt, speculation (opposite of certainty)",
398,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME2-11,Is certainty marked morpho-syntactically?,opposite of dubitative,
399,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME2-10,Is there a potential modal marker expressing a potential reality (but not necessarily excluding past reference)?,,
400,"{""vdoc"": ""0==No||1==Yes""}",ARW2-1-03a,Are there prenominal articles?,,
401,"{""vdoc"": ""0==No||1==Yes""}",ARW2-1-03b,Are there postnominal articles?,,
402,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-09b,Are there complement clauses for perception verbs?,,
403,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-09c,Is there a complementizer that precedes a complement clause?,,
404,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-09a,Are there complement clauses for speech verbs?,,
405,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-08,Can possession be marked on the nominal possessee?,,
406,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-09d,Is there a complementizer that follows a complement clause?,,
407,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-05,Can possession be marked by a prefix?,even if only on a restricted number of kin terms; emphasis is on can.,
408,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-07,Can possession be marked on the nominal possessor?,,
409,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-06,Can possession be marked by a suffix?,even if only on a restricted number of kin terms; emphasis is on can.,
523,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-09,Is there a difference between imperative and declarative negation?,,
414,"{""vdoc"": ""0==absent||1==-sapa||2==-pa:ku||3==-ri/-rka||4==-naku||5==-kuna||6==-ku||7==different""}",AND25,What is the form of the verbal plural marker?,,
415,"{""vdoc"": ""1==-nuy/-naw||2==-hina""}",AND26,What is the form of the 'equational' marker,,
416,"{""vdoc"": ""1==-:||2==-ni||3==-y""}",AND20,What is the form of 1sgSU Main Tense?,,
417,"{""vdoc"": ""1==-rqayki||2==-rqanki""}",AND21,What is the form of 2SGPAST,,
418,"{""vdoc"": ""1==-ma||2==-wa""}",AND22,What is the form of 1sgOB?,,
419,"{""vdoc"": ""1==-sur(q)anki||2==-r(q)asunki||3==none""}",AND23,What is the form of 3sg>2sgPAST?,,
420,"{""vdoc"": ""0==No||1==Yes""}",ARW4-4-01,Are causatives formed by serial verb constructions?,,
421,"{""vdoc"": ""0==No||1==Yes""}",ARW4-4-03,Are causatives formed by constructions involving 'say'?,,
422,"{""vdoc"": ""0==No||1==Yes""}",ARW4-4-02,Are causatives formed by bound affixes/clitics?,,
423,"{""vdoc"": ""A==independent prefix/proclitic||B==independent suffix/enclitic||C==fused with person||D==none""}",ARGEX2-8,Number can be marked for P,,
424,"{""vdoc"": ""A==independent prefix/proclitic||B==independent suffix/enclitic||C==fused with person||D==none||E==no gender""}",ARGEX2-9,Gender can be marked for P,,
425,"{""vdoc"": ""0==No||1==Yes""}",ARW3-3-23,"Are person, number and any TAM category (i.e. 3 or more categories in all) marked by portmanteau morphemes on verbs?",The questions 3.3.23ff imply 'do they ever'?,
426,"{""vdoc"": ""0==No||1==Yes""}",ARW3-3-22,Is number ever marked separately from person on the verb?,,
427,"{""vdoc"": ""0==No||1==Yes""}",ARW3-3-21,Do verb stems alter according to the person of a core participant?,,
428,"{""vdoc"": ""0==No||1==Yes""}",ARW3-3-24,"Are categories such as person, number, gender related to a single participant discontinuously marked on a verb?",,
429,"{""vdoc"": ""A==obligatory||B==variable||C==not expressed""}",ARGEX2-1-1,Verbal person markings for S when lexical argument is realized within clause are,,
430,"{""vdoc"": ""0==No||1==Yes""}",ICS15,Does the language mark past tense?,"Corresponds to WALS feature number: 66 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
431,"{""vdoc"": ""0==No||1==Yes""}",ICS14,Is there a morpheme that marks genitive case in alienable posession?,"Corresponds to WALS feature number: 58 [http://wals.info], Constenla feature number: 23 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
432,"{""vdoc"": ""0==No||1==Yes""}",ICS17,Are there suffixes to indicate tense or aspect?,"Corresponds to WALS feature number: 69 [http://wals.info], Constenla feature number: 38 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
433,"{""vdoc"": ""0==No||1==Yes""}",ICS16,Are there prefixes to indicate tense or aspect?,"Corresponds to WALS feature number: 69 [http://wals.info], Constenla feature number: 37 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
434,"{""vdoc"": ""0==No||1==Yes""}",ICS11,Does the language have pronominal possessive prefixes?,"Corresponds to WALS feature number: 57 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
435,"{""vdoc"": ""0==No||1==Yes""}",ICS10,Are there numeral classifiers? [ICS10],"Corresponds to WALS feature number: 55 [http://wals.info], Constenla feature number: 41 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
436,"{""vdoc"": ""0==No||1==Yes""}",ICS13,Is there a morpheme that marks genitive case in inalienable posession?,"Corresponds to WALS feature number: 58 [http://wals.info], Constenla feature number: 22 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
437,"{""vdoc"": ""0==No||1==Yes""}",ICS12,Does the language have pronominal possessive suffixes?,"Corresponds to WALS feature number: 57 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
438,"{""vdoc"": ""1==true||0==false""}",ARGEX7-1-3,Applicative constructions can be derived from transitive verbs,,
439,"{""vdoc"": ""0==No||1==Yes""}",ICS19,Is there VS (verb-agent) order in transitive clauses?,"Corresponds to WALS feature number: 82 [http://wals.info], Constenla feature number: 2 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
440,"{""vdoc"": ""0==No||1==Yes""}",ICS18,Is there VO order in transitive clauses?,"Corresponds to WALS feature number: 83 [http://wals.info], Constenla feature number: 1 [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
441,"{""vdoc"": ""A==prefix/proclitic||B==suffix/enclitic||C==variable||D==none""}",ARGEX2-7,Person can be marked for P,,
442,"{""vdoc"": ""A==prefix/proclitic||B==suffix/enclitic||C==variable||D==none""}",ARGEX2-1,Person can be marked for S,,
443,"{""vdoc"": ""A==independent prefix/proclitic||B==independent suffix/enclitic||C==fused with person||D==none""}",ARGEX2-2,Number can be marked for S,,
519,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-03,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,,
444,"{""vdoc"": ""A==independent prefix/proclitic||B==independent suffix/enclitic||C==fused with person||D==none||E==no gender""}",ARGEX2-3,Gender can be marked for S,,
445,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-08,Are there temporal non-finite subordinate clauses?,,
446,"{""vdoc"": ""A==prefix/proclitic||B==suffix/enclitic||C==none""}",ARGEX5-2,A is case-marked,,
447,"{""vdoc"": ""A==prefix/proclitic||B==suffix/enclitic||C==none""}",ARGEX5-1,S is case-marked,,
448,"{""vdoc"": ""1==-y||2==-na""}",AND9,Infinitival complements (Action nominals) are marked with (type mikhuyta/mikunata munani),,
449,"{""vdoc"": ""0==absent||1==-y||2==-yni||3==-ni""}",AND8,What is the form of 1SG possessive,,
450,"{""vdoc"": ""1==identical||2==different""}",AND5,Is the form of the genitive and the benefactive identical (-paq) or different (-pa/-paq)?,,
451,"{""vdoc"": ""0==no||1==yes""}",AND4,Is the 'Additional' suffix found in concessive adverbial clauses?,,
452,"{""vdoc"": ""1==-chaw/-chu||2==pi||3==-pa""}",AND7,What is the form of the locative?,,
453,"{""vdoc"": ""1==-pi(q)ta||2==-manta||3==-paq""}",AND6,What is the form of the ablative?,,
454,"{""vdoc"": ""1==-kuna||2==-zhapa""}",AND1,What is the nominal plural marker?,,
455,"{""vdoc"": ""1==-ta||2==-pa""}",AND3,Adverbs derived from infinitival forms are marked with,,
456,"{""vdoc"": ""1==\u00f1oqayku||2==\u00f1oqa-kuna||3==\u00f1oqa-sapa||4==there is no disticntion""}",AND2,What is the pronoun that expresses 1PLEXCL,,
457,"{""vdoc"": ""1==true||0==false""}",ARGEX12-1-1,The marking of anticausative constructions is conflated with the marking of reciprocal and/or reflexive constructions,,
