pk,comment,example,contributed_datapoint
9628,,,Olga Krasnoukhova 2013-12-22
9629,,,Simon van de Kerke 2014-06-03
9630,,,Olga Krasnoukhova 2013-12-22
9631,,,Olga Krasnoukhova 2013-12-22
9632,kajsi lloken ; siete toros,,Simon van de Kerke 2014-06-03
9633,Certainty: ?,,Olga Krasnoukhova 2013-12-22
9634,,,Simon van de Kerke 2014-06-03
9635,Certainty: ?,,Olga Krasnoukhova 2013-12-22
9636,NB: These are coverbs (require nominalization to occur attributively),,Olga Krasnoukhova 2013-12-22
9637,"Only Cofan numbers 1,2 are used",,Simon van de Kerke 2013-10-01
9638,"Numeral for 'two' is an adjective, whereas the numeral for 'three' seems to be a verb (see p. 127,124).",,Olga Krasnoukhova 2013-12-22
9639,,,Olga Krasnoukhova 2013-12-22
9640,,,Olga Krasnoukhova 2013-12-22
9641,,,Olga Krasnoukhova 2013-12-22
9642,,,Simon van de Kerke 2013-10-01
9643,,,Olga Krasnoukhova 2013-12-22
9644,,,Olga Krasnoukhova 2013-12-22
9645,,,Simon van de Kerke 2014-06-03
9646,,,Simon van de Kerke 2013-10-01
9647,,,Olga Krasnoukhova 2013-12-22
9648,,,Olga Krasnoukhova 2013-12-22
9649,,,Olga Krasnoukhova 2013-12-22
9650,,,Simon van de Kerke 2014-06-03
9651,,,Olga Krasnoukhova 2013-12-22
9652,Certainty: ?,,Olga Krasnoukhova 2013-12-22
9653,,,Simon van de Kerke 2013-10-01
9654,,,Olga Krasnoukhova 2013-12-22
9655,,,Olga Krasnoukhova 2013-12-22
9656,"Native numerals until 'four', all numbers higher than 'four' are expressed by Spanish numerals (cf. Curnow 1997:93)",,Olga Krasnoukhova 2013-12-22
9657,,,Olga Krasnoukhova 2013-12-22
9658,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
9659,Definitely not verbs,,Olga Krasnoukhova 2013-12-22
9660,,,Olga Krasnoukhova 2013-12-22
9661,"Not treated as such, but some examples: 245",,Simon van de Kerke 2013-10-01
9662,,,Olga Krasnoukhova 2013-12-22
9663,,,Olga Krasnoukhova 2013-12-22
9664,,,Olga Krasnoukhova 2013-12-22
9665,,,Olga Krasnoukhova 2013-12-22
9666,"The four native numerals  and most quantifiers belong to the class of verb-like adjectives. The non-native numerals from 'five' onwards have properties of noun-like adjectives (cf. Haude 2006:113,114).",,Olga Krasnoukhova 2013-12-22
9667,,,Simon van de Kerke 2014-06-03
9668,"1, 2, 3, 4=2x2, 6=2x3",,Simon van de Kerke 2013-10-01
9669,,,Pieter Muysken 2011-11-15
9670,"“There is one compound verb that expresses the notion of cardinal numerals used as an attribute: xica' pe 'to be alone', used as 'one'. It is always used to express 'one', that is, the Portuguese numeral um is never used. There is another compound verb, tucu caracan 'to face each other', that used to be used as 'two' but is rarely used nowadays; rather the Portuguese numeral dois is used. Dois 'two' (masculine form of Portuguese 'two') is used irrespective of the gender of the noun it modifies. New numerals take the Portuguese form and occur as a simple verb. Numerals (both 'ON and loan numerals) appear in verbal position with the syntax of intransitive verbs.” (Everett & Kern 1997:347).",,Olga Krasnoukhova 2013-12-22
9671,,,Olga Krasnoukhova 2013-12-22
9672,,,Olga Krasnoukhova 2013-12-22
9673,,,Olga Krasnoukhova 2013-12-22
9674,,,Simon van de Kerke 2013-10-01
9675,Numerals are expressed by verbal roots which receive the attributive (nominalizing) prefix -i (have exactly the same construction as with verbal roots expressing property concepts) (cf. Girón 2008:297).,,Olga Krasnoukhova 2013-12-22
9676,,,Olga Krasnoukhova 2013-12-22
9677,,,Simon van de Kerke 2014-06-03
9678,,,Simon van de Kerke 2014-06-03
9679,,,Simon van de Kerke 2014-06-03
9680,,,Simon van de Kerke 2014-06-03
9681,,,Simon van de Kerke 2014-06-03
9682,,,Simon van de Kerke 2014-06-03
9683,,,Olga Krasnoukhova 2013-12-22
9684,,,Simon van de Kerke 2014-06-03
9685,"nouny-adjectives (Simeon Floyd, p.c.)",,Olga Krasnoukhova 2013-12-22
9686,,,Simon van de Kerke 2014-06-03
9687,,,Simon van de Kerke 2014-06-03
9688,,,Simon van de Kerke 2014-06-03
9689,,,Simon van de Kerke 2014-06-03
9690,,,Simon van de Kerke 2014-06-03
9691,,,Simon van de Kerke 2014-06-03
9692,,,Olga Krasnoukhova 2013-12-22
9693,,,Simon van de Kerke 2013-10-01
9694,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
9695,,,Olga Krasnoukhova 2013-12-22
9696,,,Olga Krasnoukhova 2013-12-22
9697,,,Olga Krasnoukhova 2013-12-22
9698,,,Olga Krasnoukhova 2013-12-22
9699,,,Simon van de Kerke 2013-10-01
9700,,,Pieter Muysken 2011-11-15
9701,"Underived numeral (1-3), nominalized verb (4), compounds (5 onwards) (cf. Aikhenvald 2003:217)",,Olga Krasnoukhova 2013-12-22
9702,,,Olga Krasnoukhova 2013-12-22
9703,,,Simon van de Kerke 2013-10-01
9704,,,Olga Krasnoukhova 2013-12-22
9705,,,Olga Krasnoukhova 2013-12-22
9706,,,Olga Krasnoukhova 2013-12-22
9707,,,Pieter Muysken 2011-11-15
9708,,,Olga Krasnoukhova 2013-12-22
9709,,,Simon van de Kerke 2014-06-03
9710,,,Olga Krasnoukhova 2013-12-22
9711,Numerals can occur with so-called 'final nominal suffix' and they can occur with inflectional verb morphology when used as predicates (e.g. 'my grandchildren are two').,,Olga Krasnoukhova 2013-12-22
9712,,,Olga Krasnoukhova 2013-12-22
9713,,,Olga Krasnoukhova 2013-12-22
9714,,,Olga Krasnoukhova 2013-12-22
9715,Only numerals 1-3,,Simon van de Kerke 2013-10-01
9716,,,Olga Krasnoukhova 2013-12-22
9717,,,Olga Krasnoukhova 2013-12-22
9718,,,Olga Krasnoukhova 2013-12-22
9719,E.g.: uwa kuwu mita-ru [3SG.M  head.of  be.big-M.O] 'Its/his head is big' (p.449) (cf. Facundes 2000:281),,Olga Krasnoukhova 2013-12-22
9720,"The choice for a copular for nominal complements (nan) , adjectives (nan, zan, a?zan, zanik 'become', and kawa) and locatives (nan, zan) overlap (cf. Frank 1990:24)",,Olga Krasnoukhova 2013-12-22
9721,,,Simon van de Kerke 2013-10-01
9722,Adjectives are verbalized in order to be used predicatively (cf. Smeets 2008:71).,,Olga Krasnoukhova 2013-12-22
9723,"NB: Predicative adjectives are formed by a different construction: adjective + the.adverbializer =tem occuring clause-initially followed by a (pro)noun or noun NP. No overt verb or copula is used. (cf. Gabas 1999:77,106).",,Olga Krasnoukhova 2013-12-22
9724,,,Simon van de Kerke 2014-06-03
9725,"Ayoreo nouns have 3 forms: base, full and indeterminate, base form occurs without copula, full form with a copula",,Simon van de Kerke 2013-10-01
9726,,,Olga Krasnoukhova 2013-12-22
9727,The use of copula is not obligatory (cf.Seifart 2005:64),,Olga Krasnoukhova 2013-12-22
9728,,,Olga Krasnoukhova 2013-12-22
9729,"Copula is a suffix attached to the predicate base. In certain conditions (most unmarked situations) copua is not present, a construction of juxtaposition is used (S.Danielsen, p.c.)",,Olga Krasnoukhova 2013-12-22
9730,Not obligatory but zhel and khi 'become' are allowed,,Simon van de Kerke 2014-06-03
9731,,,Olga Krasnoukhova 2013-12-22
9732,"(See Guillaume 2008, sections 4.6.3 and 11.1)",,Olga Krasnoukhova 2013-12-22
9733,khiíka achakuna llalle kistus kaminpaj ; qué estar bueno esta por enfermedad,,Simon van de Kerke 2014-06-03
9734,,,Olga Krasnoukhova 2013-12-22
9735,,,Simon van de Kerke 2014-06-03
9736,,,Olga Krasnoukhova 2013-12-22
9737,Not obligatory (see p.72),,Olga Krasnoukhova 2013-12-22
9738,,,Simon van de Kerke 2013-10-01
9739,,,Olga Krasnoukhova 2013-12-22
9740,"Miller (1999:125) notes that '[t]here are virtually no predicate adjectives in Desano, as adjectival concepts are normally expressed by nominalizing a stative verb'.",,Olga Krasnoukhova 2013-12-22
9741,,,Olga Krasnoukhova 2013-12-22
9742,,,Olga Krasnoukhova 2013-12-22
9743,", a prefix kya- is added",,Simon van de Kerke 2013-10-01
9744,,,Olga Krasnoukhova 2013-12-22
9745,"adjective-like words are treated as adverbs, see D79:34,42",,Olga Krasnoukhova 2013-12-22
9746,3sg not,,Simon van de Kerke 2014-06-03
9747,,,Simon van de Kerke 2013-10-01
9748,,,Olga Krasnoukhova 2013-12-22
9749,An example in Dixon (2004:339),,Olga Krasnoukhova 2013-12-22
9750,,,Olga Krasnoukhova 2013-12-22
9751,,,Simon van de Kerke 2014-06-03
9752,"Unlike predicate nominals, predicate adj-s never take a copula (cf Epps 2008:771)",,Olga Krasnoukhova 2013-12-22
9753,,,Olga Krasnoukhova 2013-12-22
9754,"The language has no adjectives, 3sg-N 'her beauty' constructions",,Simon van de Kerke 2013-10-01
9755,,,Olga Krasnoukhova 2013-12-22
9756,see p.575,,Olga Krasnoukhova 2013-12-22
9757,Certainty: ?,,Olga Krasnoukhova 2013-12-22
9758,,,Olga Krasnoukhova 2013-12-22
9759,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
9760,,,Olga Krasnoukhova 2013-12-22
9761,Adjectival concepts are expressed by stative verbs in L.,,Olga Krasnoukhova 2013-12-22
9762,,,Simon van de Kerke 2013-10-01
9763,"Adjectivalized nouns and verbs can only occur in predicative constructions, and not in attributive (cf. Fleck 2003:508). See also cf. Fleck (2003:466).",,Olga Krasnoukhova 2013-12-22
9764,There is no copula verb in Mocoví (cf. Grondona 1998:15),,Olga Krasnoukhova 2013-12-22
9765,,,Olga Krasnoukhova 2013-12-22
9766,,,Olga Krasnoukhova 2013-12-22
9767,,,Olga Krasnoukhova 2013-12-22
9768,,,Simon van de Kerke 2014-06-03
9769,,,Simon van de Kerke 2013-10-01
9770,,,Pieter Muysken 2011-11-15
9771,,,Olga Krasnoukhova 2013-12-22
9772,Concluded from examples (cf. Jung 2008:144). Certainty: ?,,Olga Krasnoukhova 2013-12-22
9773,,,Olga Krasnoukhova 2013-12-22
9774,"Vidal (2001:293) notes that adjectives always follow the noun they modify. If an adjective precedes the noun, then it functions as a predicate and is not part of the same NP with the noun.",,Olga Krasnoukhova 2013-12-22
9775,I good I (repeticion del pronombre),,Simon van de Kerke 2013-10-01
9776,,,Olga Krasnoukhova 2013-12-22
9777,,,Olga Krasnoukhova 2013-12-22
9778,,,Simon van de Kerke 2014-06-03
9779,,,Simon van de Kerke 2014-06-03
9780,,,Simon van de Kerke 2014-06-03
9781,,,Simon van de Kerke 2014-06-03
9782,best bet,,Simon van de Kerke 2014-06-03
9783,,,Simon van de Kerke 2014-06-03
9784,,,Olga Krasnoukhova 2013-12-22
9785,,,Simon van de Kerke 2014-06-03
9786,"Copula is usually omitted when the verb is in the present tense, third person, and not bearing aspect. In other cases the use of copula is obligatory (cf. Cole 1982:67). The Q is answered as 'no' since here only present tense clauses are taken into accound and the obligatorily used copulas.",,Olga Krasnoukhova 2013-12-22
9787,not 3sg,,Simon van de Kerke 2014-06-03
9788,"As in other dialects, 3sg not expressed, carrier INFL",,Simon van de Kerke 2014-06-03
9789,not 3sg,,Simon van de Kerke 2014-06-03
9790,,,Simon van de Kerke 2014-06-03
9791,,,Simon van de Kerke 2014-06-03
9792,3sg copula deleted,,Simon van de Kerke 2014-06-03
9793,,,Olga Krasnoukhova 2013-12-22
9794,,,Simon van de Kerke 2013-10-01
9795,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
9796,,,Olga Krasnoukhova 2013-12-22
9797,Property concepts are expressed by verbs.,,Olga Krasnoukhova 2013-12-22
9798,,,Olga Krasnoukhova 2013-12-22
9799,,,Olga Krasnoukhova 2013-12-22
9800,adjectival static verbs,,Simon van de Kerke 2013-10-01
9801,,,Pieter Muysken 2011-11-15
9802,Certainty: ?,,Olga Krasnoukhova 2013-12-22
9803,,,Olga Krasnoukhova 2013-12-22
9804,,,Simon van de Kerke 2013-10-01
9805,"González (2005:128) notes that “Tapiete does not have a clear lexical category adjective. Instead, adjectives share with inactive verbs a number of verbal morphological features such as the set of person markers, aspect, as well as derivational morphology as the nominalizing suffix -wa ~ -a 'NMLZ'”.",,Olga Krasnoukhova 2013-12-22
9806,"Copula can be used, however, in many (not all) examples given the copula is absent (cf. Guirardello 1999:37), examples with copula used can be found on p. 45.",,Olga Krasnoukhova 2013-12-22
9807,"Not obligatory, depnds on the semantics of the statement (presentation, class membership, equation, etc) (Meira, p.c.)",,Olga Krasnoukhova 2013-12-22
9808,,,Pieter Muysken 2011-11-15
9809,,,Olga Krasnoukhova 2013-12-22
9810,Adjectives take predicator -kasi,,Simon van de Kerke 2014-06-03
9811,,,Olga Krasnoukhova 2013-12-22
9812,,,Olga Krasnoukhova 2013-12-22
9813,,,Olga Krasnoukhova 2013-12-22
9814,In the present tense clauses no copula is used (cf. Faust & Loos 2002:27),,Olga Krasnoukhova 2013-12-22
9815,,,Olga Krasnoukhova 2013-12-22
9816,,,Simon van de Kerke 2013-10-01
9817,,,Olga Krasnoukhova 2013-12-22
9818,'A relativized plural form of the copular [...] may modify the noun; functionally this is a plural marker' (Overall 2007:124).,,Olga Krasnoukhova 2013-12-22
9819,,,Olga Krasnoukhova 2013-12-22
9928,Plural marking is optional. Number marking is absent if a noun is modified by a numeral or a quantifier (cf. CP&CC 2009:188),,Olga Krasnoukhova 2013-12-22
10047,,,Olga Krasnoukhova 2013-12-22
10048,,,Olga Krasnoukhova 2013-12-22
10049,,,Simon van de Kerke 2014-06-03
9820,"There are two pairs of morphological number markers: -wako-ru ('-PL-F') and -wako-ro ('-PL-M'), and -nu-ru ('-PL-F')  and -nu-ro ('-PL-M'). The forms -wako-ru and -wako-ro are used only with nouns referring to humans. The morphemes marking gender (ߝru and ߝro) are obligatory and can't be omitted. When the plural marker occurs on the noun stem which is already marked for gender (the same gender markers ߝru and ߝro), the plural marker still occurs with the gender markers. The second pair of plural markers (-nu-ru and -nu-ro) can occur on nouns for animate and inanimate referents. Different from the other number marker, -nu is more often used with the gender markers but can be used without it. Facundes (2000:262) notes that it still needs to be verified if the dropping of the gender marker is restricted to nouns which already have a gender marker in their base.",,Olga Krasnoukhova 2013-12-22
9821,"NB: Frank (1990:56) mentions once that '[r]eduplication indicates plurality of an object'. This is menitoned with respect to reduplication of locational words: 'when referring to a book on a table, the proper locational word is ipa but for a number of books is ipapá'. (Jan Rijkhoff (2002:152) includes Ika as marking plural by reduplication of a verb in his discussion on quantifying modifiers).",,Olga Krasnoukhova 2013-12-22
9822,,,Simon van de Kerke 2013-10-01
9823,"There is a collective marker pu which can be used only with nouns denoting human beings (cf. Smeets 2008:72). Additionally there is a distribuitve suffix -ke  'each', e.g. fiča-ke če [old-DISTR human] 'old people' (cf. Adelaar with Muysken 2004:522).",,Olga Krasnoukhova 2013-12-22
9824,"Plural enclitic =to? occurs at the end of the NPs. There are a few lexicalized constructions where the plurality of the referents is somehow intrinsic, and the plural enclitic is part of the lexicalized word and it does not occur in the end of the NP as it normally does: pi=to? cú [foot=PL big] 'big feet' (cf. Gabas 1999:74,76).",,Olga Krasnoukhova 2013-12-22
9825,,,Simon van de Kerke 2014-06-03
9826,,,Simon van de Kerke 2013-10-01
9827,Suffix -naka (cf. CP&CC 2009:188),,Olga Krasnoukhova 2013-12-22
9828,,,Olga Krasnoukhova 2013-12-22
9829,"Plural is marked on the noun mainly by the suffix ߝdoge, or by some of its allomorphs with a restricted use: -e is the plural marker used nouns denoting animals, -mage is the plural marker used with kinship nouns, -ge occurs on pronouns (cf. Nonato 2008:50). Crowell (1979:223) notes that inanimate nouns can receive a plural marker -doge if the speaker wishes to make it clear that more than one item is involved. Nonato (2008:53) mentions that some nouns have to receive a singular marker ߝdü to signal singular reading.",,Olga Krasnoukhova 2013-12-22
9830,"Danielsen (2007:131) refers to the plural marker -nev as a phrasal suffix; this plural morpheme does not cause any stress shift; however, it only attaches to the last element of the NP.",,Olga Krasnoukhova 2013-12-22
9831,,,Simon van de Kerke 2014-06-03
9832,"The plural can be marked by the clitic in or by reduplication of the nominal root. There are two types of reduplication in Mosetén: global reduplication and partial reduplication. Global reduplication appears in very few cases, and the use of the plural clitic in is preferred. Partial reduplication is used to express 'distributed plurality': to express that entities are distributed over a certain area (cf. Sakel 2003:66).",,Olga Krasnoukhova 2013-12-22
9833,There are two plural markers: =kwana (used with any type of noun) and =ekana (used with kinship nouns possessed by first and second persons) (cf. Guillaume 2008:74).,,Olga Krasnoukhova 2013-12-22
9834,usi-kunas ; las casas,,Simon van de Kerke 2014-06-03
9835,,,Olga Krasnoukhova 2013-12-22
9836,,,Simon van de Kerke 2014-06-03
9837,"NB: there are distinct plural enclitics the use of whih depend on the gender of the speaker (=kana 'pl.male speech', =nu 'pl. female speech') (see Vallejos 2010:160).",,Olga Krasnoukhova 2013-12-22
9838,,,Olga Krasnoukhova 2013-12-22
9839,,,Simon van de Kerke 2013-10-01
9840,"Bare nouns of class 1 (mass nouns and generic terms) lack plural forms. Class 2 nouns (concrete nouns (appearing alone or functioning as cls), deverbal concrete, and deverbal abstract nouns)) can occur with plural marker (-A) on a bare stem or on stem+cls. Animate nouns have a different form of plural suffix (-wA) (cf. Morse & Maxwell 1999:74-77).",,Olga Krasnoukhova 2013-12-22
9841,"There are different plural suffixes for animates and inanimates, in addition to several other irregular ways of pluralizing (cf. Miller 1999:52)",,Olga Krasnoukhova 2013-12-22
9842,"The same clitic -kom is used on nouns, personal pronouns, demonstratives (cf. Rose 2003:160).",,Olga Krasnoukhova 2013-12-22
9843,"Plurality is obligatory only in the verb phrase, and is marked optionally in the subject of the NP. “Plural marking on the noun phrase only becomes obligatory if large numbers are being talked about” (cf. Mortensen 1999:42).",,Olga Krasnoukhova 2013-12-22
9844,but mainly 'group',,Simon van de Kerke 2013-10-01
9845,Concluded from available examples,,Olga Krasnoukhova 2013-12-22
9846,,,Olga Krasnoukhova 2013-12-22
9847,,,Simon van de Kerke 2014-06-03
9848,Not obligatory,,Simon van de Kerke 2013-10-01
9849,"There are two exceptions: umu 'man', umu'ke 'men', and t'iyaya'tya 'girl', t'iyaya'tye 'girls' (M.Crevels, p.c.).",,Olga Krasnoukhova 2013-12-22
9850,"Number is not marked on the noun itself but by pronominal cross-referencing on the verb. The sg/nsg distinction in 3rd p pronouns only applies for animates; all inanimates have zero pronominal cross-referencing. However, the verbal suffix -rawa 'nsg.fem' is used with all types of fem.nouns, both animate and inanimate (cf. Dixon 2004:75,289). See p.75 for the related distinctions shown lexically.",,Olga Krasnoukhova 2013-12-22
9851,,,Olga Krasnoukhova 2013-12-22
9852,,,Simon van de Kerke 2014-06-03
9853,,,Olga Krasnoukhova 2013-12-22
9854,"Suffixes as one method, and also nasalization of the final consonant for kinship terms (see Seki 2000:59).",,Olga Krasnoukhova 2013-12-22
9855,,,Simon van de Kerke 2013-10-01
9856,Singular/plural distinction is found in the set of pronouns and pronominal prefixes attached to the verb (Everett 2006:296).,,Olga Krasnoukhova 2013-12-22
9857,,,Olga Krasnoukhova 2013-12-22
9858,Number marking is found only on personal pronouns (cf. Curnow 1997:85),,Olga Krasnoukhova 2013-12-22
9859,,,Olga Krasnoukhova 2013-12-22
9860,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
9861,,,Olga Krasnoukhova 2013-12-22
9862,,,Olga Krasnoukhova 2013-12-22
9863,,,Simon van de Kerke 2013-10-01
10152,,,Olga Krasnoukhova 2013-12-22
9864,"Plural enclitic -bo can optionally attach to any noun that refers to a human indicating either a set of people in a group, a catergory of people in general, or multiple people acting separately. In order to specify collective meaning, the verbal suffixes -cueded or -beded are used, optionally with or without the plural enclitic -bo (cf. Fleck 2003:273). The plural enclitic also occurs (less commonly) on non-human referents to specify a heterogeneous category (cf. Fleck 2003:272).",,Olga Krasnoukhova 2013-12-22
9865,"The plural suffix -ipi can be used with all nouns, it denotes four or more entities. The plural suffix is added to the paucal form of the noun. There is also another suffix (-sat ~ -&scaron;at) which is used with nouns denoting plants, trees, or parts thereof, and has a collective meaning (cf. Grondona 1998:61)",,Olga Krasnoukhova 2013-12-22
9866,"Collective marker is morphologically different from the plural markers in Wichí. Interestingly, plural and collective markers can co-occur. Terraza (2009:88) notes that in Toba (Guaycuruan), this is also the case, with the only difference that in Toba collective and plural can co-occur in certain contexts.",,Olga Krasnoukhova 2013-12-22
9867,,,Olga Krasnoukhova 2013-12-22
9868,,,Olga Krasnoukhova 2013-12-22
9869,"Normally on N but if N is modified by A , it occurs on A",,Simon van de Kerke 2014-06-03
9870,,,Simon van de Kerke 2013-10-01
9871,,,Pieter Muysken 2011-11-15
9872,,,Olga Krasnoukhova 2013-12-22
9873,"NB: Plural on nouns occurs only in DATIVE (noun in DAT either preceded or not by a numeral). Otherwise nouns referring to plural entities do not have a number marking, neither when they are preceded by a numeral (cf. Jung 2008:131).",,Olga Krasnoukhova 2013-12-22
9874,"The same marker could be interpreted as the marker to mark more of the same kind, collective meaning, and the associative meaning (Sérgio Meira, p.c.)",,Olga Krasnoukhova 2013-12-22
9875,"Referred to as 'collective' by Vidal, this number marker can also occur on mass-nouns (cf. Vidal 2001:94-96).",,Olga Krasnoukhova 2013-12-22
9876,,,Simon van de Kerke 2013-10-01
9877,,,Olga Krasnoukhova 2013-12-22
9878,,,Olga Krasnoukhova 2013-12-22
9879,,,Simon van de Kerke 2014-06-03
9880,,,Simon van de Kerke 2014-06-03
9881,"Roots ending in vowel spanish -s, roots ending in consonant -s or -kuna, also combinations of both",,Simon van de Kerke 2014-06-03
9882,,,Simon van de Kerke 2014-06-03
9883,wambra-n-kuna-ta 'a sus hijos',,Simon van de Kerke 2014-06-03
9884,,,Simon van de Kerke 2014-06-03
9885,,,Olga Krasnoukhova 2013-12-22
9886,,,Simon van de Kerke 2014-06-03
9887,Plural marker -kuna (cf. Cole 1982:128).,,Olga Krasnoukhova 2013-12-22
9888,,,Simon van de Kerke 2014-06-03
9889,,,Simon van de Kerke 2014-06-03
9890,,,Simon van de Kerke 2014-06-03
9891,,,Simon van de Kerke 2014-06-03
9892,,,Simon van de Kerke 2014-06-03
9893,,,Simon van de Kerke 2014-06-03
9894,Plural marker is expressed by a prefix; it occurs on human nouns (cf. Alves 2004:48). See Alves (2004:48) for distinct markers for humans vs. non-human referents.,,Olga Krasnoukhova 2013-12-22
9895,,,Simon van de Kerke 2013-10-01
9896,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
9897,,,Olga Krasnoukhova 2013-12-22
9898,"Plural of nouns denoting human and animate referents is formed by postposing the reduced form of the 3rd person plural animate pronoun /pIk/. Nouns denoting plants and inanimate objects usually take the partitive-collective suffix -k to mark plural (cf. Gómez 1990:79-80). E.g.: ~canam pIk [Yanam AN.PL] 'Yanam people', carekep mamo-k [two eye-INAN.PL] 'two eyes' (cf. Gómez 1990:79,74). [Comment: compare with Movima where plural marking is done by so-called referential elements].",,Olga Krasnoukhova 2013-12-22
9899,"Plural enclitic -bo (cf. Valenzuela 2003:203-4). The plural marker cannot be used with non-count nouns (nouns denoting nature entities, meteorological forces, food and drink products, some body parts like 'body hair', 'eyebrow', 'beard', etc., and some nouns denoting cultural items).",,Olga Krasnoukhova 2013-12-22
9900,"The collective marker can be used for sg vs pl distinction (cf. Galucio 2001:29, p.c.)",,Olga Krasnoukhova 2013-12-22
9901,,,Simon van de Kerke 2013-10-01
9902,,,Pieter Muysken 2011-11-15
9903,,,Olga Krasnoukhova 2013-12-22
9904,,,Olga Krasnoukhova 2013-12-22
9905,,,Simon van de Kerke 2013-10-01
9906,The suffix -reta or its shortened form -re (cf. González 2005:101). The same marker can be used to convey a collective meaning; it seems also to have an associative reading (e.g. élsa-re [elsa-PL] ' Elsa's family) (cf. González 2005:101).,,Olga Krasnoukhova 2013-12-22
9907,"Plural morpheme wan. 'The pluralizers occur in an NP after the element they modify (noun, pronoun) but if there is no head noun, the pluralizer then stands by itself in the NP' (Guirardello 1999:55).",,Olga Krasnoukhova 2013-12-22
9908,"The same marker could be interpreted as the marker to mark more of the same kind, collective meaning, and the associative meaning (Sérgio Meira, p.c.)",,Olga Krasnoukhova 2013-12-22
9909,,,Pieter Muysken 2011-11-15
9910,,,Olga Krasnoukhova 2013-12-22
9911,,,Simon van de Kerke 2014-06-03
9912,,,Olga Krasnoukhova 2013-12-22
9913,,,Olga Krasnoukhova 2013-12-22
9914,,,Olga Krasnoukhova 2013-12-22
9915,,,Olga Krasnoukhova 2013-12-22
9916,"concluded from examples, see Da Cruz 2011:266-267",,Olga Krasnoukhova 2013-12-22
9917,,,Simon van de Kerke 2013-10-01
9918,,,Olga Krasnoukhova 2013-12-22
9919,,,Olga Krasnoukhova 2013-12-22
9920,,,Olga Krasnoukhova 2013-12-22
9921,'The occurence of plural markers is optional when plurality is already indicated somewhere else in the same phrasal construction'  (cf. Facundes 2000:262),,Olga Krasnoukhova 2013-12-22
9922,,,Olga Krasnoukhova 2013-12-22
9923,can be realized on modifying adjective,,Simon van de Kerke 2013-10-01
9924,,,Olga Krasnoukhova 2013-12-22
9925,,,Olga Krasnoukhova 2013-12-22
9926,,,Simon van de Kerke 2014-06-03
9927,nothing said about it,,Simon van de Kerke 2013-10-01
10042,Certainty: ?,,Olga Krasnoukhova 2013-12-22
9929,"Plural marker is obligatory on all nominal expression, 'with the exception of non-count nouns (which do not combine with number markers at all) and nominal expressions that are formed with the general inanimate class marker (where number marking is optional)'. There  are morphologically distinct plural markers for nouns, numerals, and other nominal expressions and relative clauses (cf. Seifart 2005:56).",,Olga Krasnoukhova 2013-12-22
9930,"Only animate nouns are pluralized regularly, inanimate nouns can receive a plural marker -doge if the speaker wishes to make it clear that more than one item is involved (cf. Crowell 1979:223).",,Olga Krasnoukhova 2013-12-22
9931,In tendency,,Olga Krasnoukhova 2013-12-22
9932,,,Simon van de Kerke 2014-06-03
9933,"'Non-human objects are often represented as singular in number, as opposed to humans and higher animates. The latter includes animals which in the mythology appear in the shape of humans' (Sakel 2003:68). 'Things are only pluralised when there is a focus on the plurality - they don't have to be marked by the (nominal) plural marker. Yet, there is such marking in the verbal cross-reference ending' (J.Sakel, p.c. email 19.04.2011). When nouns are modified by a numeral, there is no plural marker (this is also the case for human nouns), e.g. paerae äwä 'two sons' (cf. Sakel 2003:68).",,Olga Krasnoukhova 2013-12-22
9934,"Guillaume (2008:480) notes that '[a]lthough number tends to be marked in many cases, it is not an obligatory category of the NP'.  In many examples both plural and dual markers are present.",,Olga Krasnoukhova 2013-12-22
9935,Definite nouns require plural,,Simon van de Kerke 2014-06-03
9936,,,Olga Krasnoukhova 2013-12-22
9937,,,Simon van de Kerke 2014-06-03
9938,"If a noun is modified by a numeral, number marking is optional (see Vallejos 2010:265). Certainty: ?",,Olga Krasnoukhova 2013-12-22
9939,The plural marker is not obligatory with human nouns but is used commonly (cf. Dickinson 2002:57),,Olga Krasnoukhova 2013-12-22
9940,in fact it is optional on 'human nouns',,Simon van de Kerke 2013-10-01
9941,Certainty: ?,,Olga Krasnoukhova 2013-12-22
9942,"The group of human nouns are subdivided into 2 groups: nouns inherently fem or masc, the other group comprises human nouns which consist of a root plus a suffix indicating gender and number (masc sg, fem sg, anim pl) (cf.Miller 1999:22,53). The plurals for kinship terms are irregular, see Miller (1999:53). The group of non-human animate nouns is subdivided into 2 groups: one consisting of inherently plural nouns requiring singularizing suffix to refer to a single entity, and the other group consisting of nouns which take the plural marker for animates (cf. Miller 1999:23,52). The group of inanimate nouns is subdivided into 3 groups: mass nouns which are non-countable, inherently plural and taking a singularizing suffix when used in reference to a single entity, and the 3rd class of nouns taking the regular plural marker for inanimates (cf. Miller 1999:23,52). Certainty: ?",,Olga Krasnoukhova 2013-12-22
9943,"Plural marker is optional on all nouns, also when modified by a numeral higher than 2 (cf. Rose 2003:216).",,Olga Krasnoukhova 2013-12-22
